Word,Average TF-IDF Weight
区块链技术相关软件和服务,0.0036315157931972836
数字文化创意内容应用服务,0.0036265453194371097
健康咨询服务,0.003610504679348259
会议及展览展示服务,0.0036032495207392596
实验分析仪器销售,0.0035921480593480376
人工智能硬件销售,0.0035505959706670837
企业营销策划,0.003521508183422403
园林绿化工程施工,0.0035163818201220075
办公自动化设备,0.0035005002450677843
数字技术服务,0.003493294815881274
化工产品,0.0034909422326089476
不含诊疗服务,0.003484749731144959
塑料制品销售,0.003481627184352343
通信设备,0.003475845985171869
工业工程设计服务,0.0034733445413379365
金属材料销售,0.0034719697316775494
规划设计管理,0.0034552384142250226
计算机软,0.00342308357831388
电缆经营,0.0034016759234980236
化妆品零售,0.0033959015475956856
电力电子元器件销售,0.0033709895068173355
网络综合布线,0.0033515847034691474
建筑材料,0.00334866825909605
日用品销售,0.0033341854305643133
玩具,0.0033317820105244
人工智能公共数据平台,0.0033280320582118653
化妆品,0.003310223879473145
零售,0.003303896444870679
网站建设,0.003296734808846473
节能管理服务,0.003292876568504792
保健用品,0.0032850336664451
预包装,0.003275049017248952
工艺品,0.0032256055415476313
五金产品批发,0.003219740098192929
安全咨询服务,0.0032153976504640538
电子元器件与机电组件设备销售,0.003210093858465521
非居住房地产租赁,0.003208979042682852
道路货物运输,0.003207971862183515
教学用模型及教具销售,0.0032021421576122005
创业空间服务,0.0031918010969546407
音响设备销售,0.0031895429431042415
许可经营项目凭有效许可证或批准文件经营,0.00318327041147676
进出口代理,0.00318326856462416
智能机器人销售,0.0031776644827820485
不含危险货物,0.003155974646617522
网页设计,0.0031472057382252675
新兴能源技术研发,0.0030988654205416286
计算机软硬件研发,0.0030708323620318714
预包装食品,0.0030654503574711863
一般经营项目可自主选择经营,0.0030650844825599903
专用化学产品销售,0.003059452524450448
光学仪器销售,0.0030437306211412956
增值电信业务,0.0030351750585247013
会议服务,0.003009467828641508
农副产品销售,0.0030016429995626402
不得经营,0.00299324476079846
文具用品批发,0.0029828080562283046
汽车零部件研发,0.0029693154721494395
招投标代理服务,0.0029648512399454946
消防技术服务,0.002957741916164052
服装,0.00294949649973626
建材,0.002947428220678829
网络设备,0.002945165840070913
礼仪服务,0.002937842350071031
制冷,0.002930515383164202
水利相关咨询服务,0.002927186241824707
依法需经批准的项目,0.0028927385220276535
展览展示服务,0.0028672521180179633
电子测量仪器销售,0.002866247191973697
电子元器件批发,0.0028636921470574623
通讯器材,0.0028601720244518652
售后服务,0.0028508572022829777
人工智能通用应用系统,0.002849556140696664
仪器仪表修理,0.002827315620335818
照明器具销售,0.0028178758807674534
第一类医疗器械生产,0.0028153008362435863
电脑图文设计,0.002809594324857511
电影摄制服务,0.0028010825507582765
移动通信设备销售,0.0027890286470421918
服装服饰零售,0.002773593929745661
基础电信业务,0.0027708144081804954
综合布线,0.002767520176251081
第二类医疗器械生产,0.0027666257211565845
环保设备,0.002763501493938827
电子专用材料研发,0.0027549981747181413
机电产品,0.0027458283113581485
劳动保护用品销售,0.00272254564775829
电线电缆,0.0027028452161138327
电子产品研发,0.002698508503459747
商标代理,0.0026922691485721357
新材料技术推广服务,0.0026725105658249137
计量技术服务,0.0026692022178447937
智能家庭消费设备销售,0.0026672818213412043
智能车载设备销售,0.0026525109692993615
塑料制品,0.0026403960495453072
化妆品批发,0.002638207489021242
集成电路销售,0.002633387892514955
电子元器件,0.0026324787678859048
转让,0.0026242675391425726
翻译服务,0.002622633631892209
体育用品,0.002622312215690725
金属材料,0.00261812647378019
办公设备租赁服务,0.0026095471829094964
电子设备,0.0026052457157316865
照相机及器材销售,0.002594309257288129
销售及售后服务,0.0025875216630010696
个人互联网直播服务,0.0025873514489635273
计算机网络工程,0.002576906300712227
电气设备修理,0.002575817934991281
法规和国务院决定禁止的,0.002553243858047785
建筑智能化工程,0.002553020610289092
以自有资金从事投资活动,0.0025519963415877654
非标设备,0.0025367778379654926
空调设备销售,0.0025318414963338004
经济信息咨询,0.0025206942747439207
数字内容服务,0.002510755711960988
电子元器件制造,0.0025036116102005435
企业管理服务,0.002502169659955811
零部件销售,0.002499531605679582
人工智能公共服务平台技术咨询服务,0.002499137508362161
计算器设备销售,0.0024921078155936663
土壤污染治理与修复服务,0.0024817027677689835
服务,0.0024789888171238782
版权代理,0.002454148061503862
环境监测专用仪器仪表销售,0.0024473847628432403
显示器件销售,0.0024434749840890465
建设工程监理,0.002436751469483023
细胞技术研发和应用,0.0024351150196673045
仪器仪表制造,0.002423558546279641
合同能源管理,0.002417772710634085
计算机信息系统安全专用产品销售,0.0024142185624703933
建设工程勘察,0.002410368998535011
软件及辅助设备,0.0023931749835119287
教学设备,0.0023882947853353423
家政服务,0.0023708982155065694
汽车零部件及配件制造,0.002363237649275568
教学仪器,0.002351372101738337
职业技能培训,0.002348496892550248
体育用品及器材批发,0.0023425660207247907
汽车零部件,0.002336580678452775
配电开关控制设备销售,0.002333467811797619
通讯设备修理,0.0023249908193921
文艺创作,0.00231265139609883
电气设备,0.002299571974174165
汽车零配件零售,0.0022939825543034195
应用软件服务,0.0022784808196651208
计算机软硬件技术开发,0.002277995626582414
软件技术开发,0.0022778656009385103
信息安全设备制造,0.0022628879448494538
电力设施器材销售,0.0022457786988786515
企业管理信息咨询,0.00224316777887866
财务咨询,0.002242670949236938
智能输配电及控制设备销售,0.0022270206103152455
生物基材料技术研发,0.00222243096122013
期货,0.002205600974912605
光学仪器制造,0.002196063621507602
项目策划与公关服务,0.0021954042790985756
人工智能双创服务平台,0.0021924937702888074
水环境污染防治服务,0.0021906670294550646
智能水务系统开发,0.002184344229537628
工业自动控制系统装置制造,0.0021820371056596208
个人商务服务,0.002181241358148261
市政设施管理,0.002178707427229787
光通信设备销售,0.0021779569389172135
基础软件服务,0.0021636357909527656
家具,0.002161985371612091
计算机及辅助设备,0.0021612250673083084
安全防范工程设计,0.002152129432983737
标准化服务,0.0021517939315369807
土地整治服务,0.0021395585229789737
安全防范工程,0.0021391300325329238
不含特种设备制造,0.0021308055123125777
住房租赁,0.0021185102243257152
非食品,0.0021134670519595577
医疗器械销售,0.002107006120835406
工艺美术品及礼仪用品销售,0.002100919495739025
货物及技术进出口,0.002091341531623
以上经营项目,0.0020911604374143325
计算机软件技术开发,0.002087248728859999
认证咨询,0.0020857511376104368
办公家具,0.002082876529450513
水污染治理,0.0020729130351569316
生态资源监测,0.0020671728402545195
消毒剂销售,0.0020587328667377803
互联网接入及相关服务,0.002044798016427436
食用农产品零售,0.0020375053603270557
工业机器人销售,0.002032537034378149
清洗,0.0020324936628074238
数码产品,0.0020284229604623383
通用设备制造,0.0020279120927345286
安防工程,0.0020195420602034542
金属制品销售,0.0020161505302943193
人力资源管理咨询,0.002013667355767222
初级农产品收购,0.002004821944243375
不含许可类专业设备制造,0.001996769175397026
专用设备制造,0.001996769175397026
卫生用品和一次性使用医疗用品销售,0.001974101857051797
职业中介活动,0.0019737337339515468
测绘,0.0019595262960653494
卫星技术综合应用系统集成,0.001957008088727552
模具,0.0019503577528733474
食用农产品批发,0.0019474731007647337
五金,0.0019454315657434396
消毒服务,0.0019446918371996762
零部件加工,0.001936675001781882
软件研发,0.0019348656757765962
医护人员防护用品零售,0.0019331040247353496
行政法规,0.0019269365828982494
投资咨询,0.001925668939769243
非医疗,0.0019255951820249975
专业保洁,0.0019210118623977123
卫星遥感应用系统集成,0.0019198703116958971
建筑工程,0.001917083571350054
集成电路芯片及产品销售,0.0019117834796401794
网络工程施工,0.00191069197605811
计算机软件研发,0.0019016925724774508
销售及技术服务,0.0018989970493729746
机器人,0.0018828586451565268
通讯工程,0.001879179341847521
第三类医疗器械生产,0.0018672000478684783
技术咨询服务,0.0018619677225649297
光电子器件销售,0.0018609657948035852
绘图,0.0018581175925522007
文化艺术交流活动策划,0.0018458438020685039
推广,0.0018413020906575296
通信工程,0.0018397357372307195
橡胶制品销售,0.0018390386327769058
网络技术开发,0.0018371001966794199
摄影扩印服务,0.0018343778658272576
可穿戴智能设备销售,0.0018339522142853172
不得从事理财,0.0018316155903915932
电工仪器仪表销售,0.0018314713128263602
特种设备销售,0.0018281548340627154
应经专项审批的项目未获批准之前不得经营,0.001823112040812829
图文设计,0.0018204026985655538
限分支机构经营,0.0018190823907471665
汽车零配件批发,0.0018134333719687006
工业机器人安装,0.0018127178608122647
室内环境检测,0.0018123843726923785
工艺美术品及收藏品零售,0.001809047793128262
肥料销售,0.0017992984591343058
科技开发,0.001796113874053967
电气信号设备装置销售,0.0017960115481600537
会议会展服务,0.0017958729797901717
导航,0.0017949645311445624
智能无人飞行器制造,0.0017876566288989185
日用杂品销售,0.0017869071814917835
建筑智能化工程施工,0.001775896565389288
以上各项法律,0.0017659273838037245
生物质能技术服务,0.0017538934124384697
医护人员防护用品批发,0.001742815166074664
水土流失防治服务,0.0017415409782438455
资源再生利用技术研发,0.0017364734750826623
职业资格培训,0.001734812116268937
劳保用品,0.0017340069000285883
房屋租赁,0.0017299230926615026
生物化工产品技术研发,0.0017193041325725025
日用品,0.0017189386021714914
环境应急治理服务,0.001716441312098872
计算机系统集成服务,0.0017125046931602442
不含证券,0.0016964350581385082
实验室设备,0.0016915065459363766
对外承包工程,0.0016844907103203178
物联网设备制造,0.00168418442672444
办公设备及耗材,0.0016841279372198567
农副产品,0.001683395397795182
生产及销售,0.0016828075377684289
软件,0.0016792579444964832
化妆品生产,0.0016755754019889754
移动终端设备销售,0.0016742035580770297
网络文化经营,0.0016730784919741976
食品生产,0.0016716412139896617
鞋帽零售,0.0016710608374885427
发布广告,0.0016707544435681356
模具销售,0.0016680645927896337
计算机软硬件销售,0.0016648747764136506
食品,0.001664523195221905
打字复印,0.0016612893234840805
建设工程质量检测,0.0016591459270650347
动漫设计,0.0016565117505482753
汽车装饰用品销售,0.0016563529161268355
机械电气设备制造,0.001653029507133995
土地调查评估服务,0.0016529136361198532
云计算设备制造,0.0016496714211697119
农业机械服务,0.0016489670170483704
互联网游戏服务,0.0016467530570580232
工程测量,0.001644404459686695
针纺织品销售,0.0016441946911837201
出版物零售,0.0016431619574693737
音响设备,0.0016390489622506472
通讯产品,0.0016379566042791227
计算机硬件,0.001629612899620322
太阳能发电技术服务,0.0016288427514902757
法律咨询,0.0016225291308175434
土壤环境污染防治服务,0.0016201461719355817
电池销售,0.0016195839701068555
住宿服务,0.001613232619599438
日用家电零售,0.0016081144432289352
食用农产品初加工,0.0016079882561446579
信息技术服务,0.0016079394375627296
在线数据处理与交易处理业务,0.0015994537053633058
经营类电子商务,0.0015994537053633058
碳减排,0.0015993712145084982
碳捕捉,0.0015993712145084982
碳转化,0.0015993712145084982
日用品批发,0.0015983660567348557
数字文化创意技术装备销售,0.0015967849291593226
塑料制品制造,0.0015956542635665223
机器人销售及售后服务,0.0015931641981194625
电气化设备研发,0.0015931641981194625
咨询服务,0.001592329590301223
光电子器件制造,0.0015905687133172368
金属工具销售,0.0015882447131586742
汽车配件,0.0015856671566650013
危险品除外,0.001578603759384888
电机及其控制系统研发,0.0015742961524838122
大气环境污染防治服务,0.0015713809134125338
地质勘查技术服务,0.001566088538111522
药品批发,0.0015633134383486998
销售及技术咨询,0.0015621669445007912
网络工程设计,0.001559342364713002
通信设备制造,0.001557705585747002
供电,0.0015504974476400737
受电电力设施的安装,0.0015504974476400737
维修和试验,0.0015504974476400737
输电,0.0015504974476400737
农业专业及辅助性活动,0.0015457783603225496
自动化设备,0.0015438137531717995
监控设备,0.0015373149388975943
供应链管理服务,0.001536935095240118
金属结构销售,0.001535264385376982
日用电器修理,0.0015345635630650634
社会调查,0.0015340265021065865
汽车租赁,0.001533204541202729
工业机器人制造,0.0015321329474055154
国土空间规划编制,0.0015321309484669949
碳封存技术研发,0.001531411786496595
电子专用材料销售,0.0015282660611172657
健康信息咨询,0.0015262900726575096
基础地质勘查,0.001524953531974919
销售计算机,0.0015198409502086576
科普宣传服务,0.0015177034931813935
餐饮服务,0.0015122273159010177
票务代理服务,0.0015037297725128736
债务追讨,0.0014925330317160019
行踪调查,0.0014925330317160019
调查取证,0.0014925330317160019
安全防范设备,0.0014910412790138073
施工专业作业,0.0014894859235711742
自然科学研究和试验发展,0.0014853769173394204
不含危险化学品等需许可审批的项目,0.0014836964579491153
化肥销售,0.0014774213125028184
家具安装和维修服务,0.0014773547625641468
检测,0.0014740426955112866
承接档案服务外包,0.0014738228028735964
汽车,0.0014672618457487576
药品零售,0.001460567159740028
认证服务,0.001459896880104341
广播影视设备销售,0.0014593529922907788
光学仪器,0.0014572907386269937
弱电工程,0.0014564926950341984
气象及海洋专用仪器销售,0.0014557671904486679
会务服务,0.0014551514750734565
装卸搬运,0.0014535461949305886
食品经营,0.0014501757116945964
合成材料销售,0.0014491154943455764
社会稳定风险评估,0.0014471085399307786
贷款等业务,0.0014413728935198887
非法吸储,0.0014413728935198887
光伏设备及元器件销售,0.0014412259102977568
股权及其他金融咨询,0.0014386871102342103
污水处理及其再生利用,0.001437949535794175
仓储服务,0.0014372457668316043
药品生产,0.0014279759127801776
技术研发,0.0014228679172358606
安防设备制造,0.0014223711609613672
家居用品销售,0.001420037269441847
计算及测量仪器销售,0.0014171333845215915
气体,0.0014109350447301908
针纺织品,0.0014078517133825495
电子测量仪器制造,0.001407732001661844
保健食品生产,0.0014051778550155517
户外用品销售,0.0014044231682623827
非法集资,0.0013962423983610657
耗材,0.0013962216262357983
硬件开发,0.0013957495314499279
消毒器械销售,0.0013942216903395212
集成电路制造,0.0013932683645088218
广播电视节目制作经营,0.001386818448176465
数据处理及存储服务,0.001377930418179338
专用化学产品制造,0.0013763974954958459
国务院规定禁止的不准经营,0.0013754943562168881
摄影器材,0.0013734791970788495
玩具销售,0.0013726642438221994
动漫及游艺用品销售,0.0013698210859127262
普通货运,0.0013678698456395515
服装鞋帽,0.001366262550026277
不含文化教育,0.0013659534160515385
停车场服务,0.0013611639928316854
智能仪器仪表制造,0.0013583011994644264
证券,0.0013528992380700165
储能技术服务,0.0013518897488179514
安全评价业务,0.0013507557111947252
办公耗材,0.0013506654298418145
生物基材料销售,0.0013501720321863256
工艺品设计,0.0013472752010894483
鞋帽,0.001344981003198778
小微型客车租赁经营服务,0.0013434344101992213
环境保护专用设备制造,0.001343021710492007
园区管理服务,0.0013333497725304087
环保工程,0.0013317524295291823
进出口贸易经营,0.0013289017132403636
凭资质证经营,0.0013287636066686656
企业管理咨询服务,0.001325161923358709
农作物种子经营,0.0013215130559298923
机械加工,0.001319355604066564
信息技术咨询,0.0013180921641413122
教育教学检测和评价活动,0.001316080138453011
餐饮管理,0.0013138589774972763
普通货物仓储服务,0.0013134563336852163
酒店管理,0.0013125285789244603
润滑油销售,0.0013112100183860244
软件开发服务,0.0013103381068357291
特种设备安装改造修理,0.0013076987856346983
影视节目制作,0.0013020818716541693
厨具卫具及日用杂品批发,0.0013019171475036622
日用化学产品销售,0.0013013397688292285
婚姻调查,0.0013008564130285072
社会经济咨询,0.0013008177708950881
包装服务,0.0012990992800382588
网络,0.0012935381738219216
楼宇智能化工程,0.0012928080644139827
易燃易爆及有毒化学危险品除外,0.0012921503271275424
生物制品,0.0012913910129334538
科技信息咨询,0.0012902290295889796
文化用品设备出租,0.0012874566897030273
科技信息咨询服务,0.001282909727597679
橡胶制品,0.0012823311521530448
城市绿化管理,0.0012777554607485855
实验分析仪器制造,0.0012776221370394256
服装服饰批发,0.0012670433296971281
养生保健服务,0.0012669602360177697
办公自动化设备及耗材,0.0012663581053259305
建筑工程机械与设备租赁,0.001266021059060979
楼宇智能化工程设计,0.0012640755743791024
安防监控工程,0.0012635501274775862
硬件,0.001261876854582117
品牌管理,0.0012607624936234875
应用软件开发及经营,0.0012579861019623112
报刊出版单位,0.001257516847648793
电视台,0.001257516847648793
模具制造,0.0012566518947956405
医疗器械互联网信息服务,0.0012565825959063072
农作物病虫害防治服务,0.0012564492886109964
纺织品,0.0012544895832053353
电力设备,0.0012451186486697637
土石方工程施工,0.001241338887509163
包装材料,0.0012387145496961986
酒类经营,0.00123834127874309
安防工程设计,0.0012365171450128471
化学试剂,0.0012349632203423034
计算机技术开发,0.0012349446480013331
钢材,0.0012342198148566916
蔬菜,0.0012341790045734624
医护人员防护用品生产,0.0012341709753993534
动画设计,0.00123408396878799
人力资源外包,0.0012337597754756029
其他文化艺术经纪代理,0.0012322494963214843
电子元件,0.0012321103743116433
合成材料制造,0.001231128154951798
工业控制计算机及系统制造,0.0012296758712653513
国家法律法规禁止的不得经营,0.0012278077923118442
批发,0.0012257315891063165
增值电信服务,0.001224278120080137
卫星遥感数据处理,0.0012210710071565135
集成电路芯片设计及服务,0.0012201383831387978
通信业务代理,0.0012198700325006691
安防设备,0.0012195555479795437
技术推广服务,0.001218985317178503
农业机械销售,0.001218790671861312
企业形象设计,0.0012152037621791752
演出经纪,0.0012126424630938802
教学用模型及教具制造,0.0012103711568560965
水果,0.0012084782812781505
电子专用设备制造,0.001208301462225801
纸制品销售,0.001208057926612143
消防设备,0.0012075864621210928
五金产品,0.0012059287291869992
第一类医疗器械租赁,0.0011999657723474261
贸易经纪,0.0011962846333902072
网站设计,0.001194614176204074
法律法规禁止的项目不得经营,0.0011935577410247483
电器辅件销售,0.0011920761135008101
消防器材,0.0011909165151636888
新能源原动设备销售,0.001190744616901119
摄影摄像服务,0.001187715665403301
电工器材销售,0.0011876726153233648
生态环境监测及检测仪器仪表销售,0.0011876246401377958
交通及公共管理用标牌销售,0.0011864393062777849
五金建材,0.001175693830262245
不含民事调查,0.0011740300830247468
生物有机肥料研发,0.001173292896358906
粮食收购,0.0011668130815450334
信息服务业务,0.0011664709035434841
机房装修,0.001163556702874278
第二类医疗器械租赁,0.0011632895214560084
针纺织品及原料销售,0.0011615706526205756
网络预约出租汽车经营服务,0.0011595375451211212
除教育类培训,0.0011529380710285822
工业自动化设备,0.0011522812653434235
家用电器安装服务,0.0011471985544402657
远程健康管理服务,0.0011469810728913
办公设备租赁,0.0011461180463051507
雷电防护装置检测,0.0011417316389445958
软件开发及销售,0.0011389907215392646
信息系统集成,0.0011385415049555004
灯具,0.0011372010096518236
电动汽车充电基础设施运营,0.001135712995696642
药品,0.0011352959459452253
装饰装潢工程,0.001133978893282029
图书,0.0011336349191628172
技术服务及销售,0.0011314831346863011
通用航空服务,0.0011274867131349957
工程勘察设计,0.0011250288796411103
计算机信息系统集成,0.0011248337532776323
计算机及配件,0.0011202888262150893
代驾服务,0.0011202252005499734
医疗服务,0.0011192331380342822
组装,0.001118735378728609
５ｇ通信技术服务,0.0011109592908687342
职业卫生技术服务,0.001109545328379543
测试,0.0011093301322972176
计算机维修,0.0011034472444502337
服务消费机器人销售,0.0011029801921386875
广播电视节目制作,0.0011010041756135385
票务代理,0.0011008211600514568
生态环境材料销售,0.001099264226142875
信息技术管理咨询服务,0.0010980184681442244
饮料,0.001096408203129851
摄影服务,0.0010954550535588888
中草药种植,0.0010942379216465803
灯具销售,0.001093474948321348
母婴用品销售,0.001090757140429106
计算机软硬件及辅助设备研发,0.001087089896720508
不动产测绘,0.001085983778956275
旅游开发项目策划咨询,0.0010859090243449422
装饰装潢材料,0.0010834870128834542
不得从事吸收存款,0.001080979660060124
代客理财,0.001080979660060124
发放贷款,0.001080979660060124
融资担保等金融服务业务,0.001080979660060124
食品进出口,0.0010806295929648684
涂料销售,0.0010764924302780726
销售电子产品,0.0010737388289700919
功能玻璃和新型光学材料销售,0.0010730599385216696
云平台服务,0.0010729983404268815
计算机耗材,0.0010700927616926529
基于云平台的业务外包服务,0.001068786924006267
工程造价咨询,0.001066185034221359
通信传输设备专业修理,0.0010651358478786183
财务信息咨询,0.0010648569125432826
润滑油,0.0010634813383379753
工装夹具,0.0010625472943905435
水利工程建设监理,0.0010620244758149076
五金工具,0.0010588864404396942
人体基因诊断与治疗技术开发,0.0010578137357990895
五金交电销售,0.0010572929746899694
网页制作,0.0010569278479150943
机械设备及配件,0.0010540997809704749
手机,0.0010521567104932567
技术转让及销售,0.0010442682076664852
医药信息咨询,0.0010397992179138511
各类工程建设活动,0.001036776003442968
保温材料销售,0.0010344933996630885
不含餐饮,0.0010343498032678179
法规禁止的项目不得经营,0.0010324569052327297
文化,0.0010314089150169415
环保工程设计,0.001029885190413294
